InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
INV500774,P1002,Denim Jacket,Apparel,2,2025-09-29 21:08:00,1731.75,C10828,United Kingdom,3463.5
INV500775,P1008,Scented Candle Set,Home,5,2025-10-01 14:01:00,648.64,C10417,United Kingdom,3243.2
INV500775,P1027,Desk Plant,Home,4,2025-10-01 14:01:00,319.82,C10417,United Kingdom,1279.28
INV500775,P1011,Desk Organizer,Office,2,2025-10-01 14:01:00,376.02,C10417,United Kingdom,752.04
INV500776,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-05 11:17:00,518.29,C10765,United Kingdom,518.29
INV500776,P1019,Phone Stand,Electronics,1,2025-02-05 11:17:00,274.54,C10765,United Kingdom,274.54
INV500776,P1025,Kitchen Storage Jars,Home,2,2025-02-05 11:17:00,741.13,C10765,United Kingdom,1482.26
INV500777,P1016,Face Serum,Beauty,3,2025-06-03 16:00:00,1024.66,C10504,United Kingdom,3073.9800000000005
INV500777,P1021,Premium Tea Pack,Grocery,1,2025-06-03 16:00:00,430.2,C10504,United Kingdom,430.2
INV500777,P1008,Scented Candle Set,Home,10,2025-06-03 16:00:00,567.47,C10504,United Kingdom,5674.700000000001
INV500778,P1002,Denim Jacket,Apparel,4,2025-08-28 11:54:00,2011.79,C10018,India,8047.16
INV500778,P1008,Scented Candle Set,Home,1,2025-08-28 11:54:00,557.76,C10018,India,557.76
INV500779,P1024,Laptop Sleeve,Accessories,4,2025-04-14 08:32:00,905.47,C10163,United Kingdom,3621.88
INV500779,P1005,Bluetooth Speaker,Electronics,1,2025-04-14 08:32:00,2409.93,C10163,United Kingdom,2409.93
INV500779,P1027,Desk Plant,Home,2,2025-04-14 08:32:00,364.42,C10163,United Kingdom,728.84
INV500780,P1013,LED Table Lamp,Home,3,2025-08-16 11:44:00,1372.51,C10102,Germany,4117.53
INV500781,P1010,Protein Shaker,Fitness,4,2025-02-16 15:34:00,389.42,C10818,United Kingdom,1557.68
INV500781,P1025,Kitchen Storage Jars,Home,6,2025-02-16 15:34:00,722.94,C10818,United Kingdom,4337.64
INV500781,P1005,Bluetooth Speaker,Electronics,8,2025-02-16 15:34:00,1824.53,C10818,United Kingdom,14596.24
INV500782,P1026,Smart Watch Strap,Electronics,3,2025-08-08 13:52:00,335.17,C10726,Singapore,1005.51
INV500782,P1023,Water Bottle,Fitness,1,2025-08-08 13:52:00,626.41,C10726,Singapore,626.41
INV500783,P1027,Desk Plant,Home,1,2025-10-06 16:39:00,359.45,C10839,United Kingdom,359.45
INV500783,P1015,Luggage Tag Set,Travel,3,2025-10-06 16:39:00,268.02,C10839,United Kingdom,804.06
INV500783,P1007,Ceramic Coffee Mug,Home,1,2025-10-06 16:39:00,288.14,C10839,United Kingdom,288.14
INV500784,P1004,Leather Wallet,Accessories,2,2025-02-15 16:56:00,840.3,C10342,United Kingdom,1680.6
INV500784,P1030,Sports Socks Pack,Apparel,5,2025-02-15 16:56:00,250.25,C10342,United Kingdom,1251.25
INV500784,P1019,Phone Stand,Electronics,2,2025-02-15 16:56:00,341.35,C10342,United Kingdom,682.7
INV500785,P1008,Scented Candle Set,Home,2,2025-11-08 22:29:00,580.4,C10312,United Kingdom,1160.8
INV500785,P1023,Water Bottle,Fitness,3,2025-11-08 22:29:00,494.04,C10312,United Kingdom,1482.1200000000001
INV500785,P1011,Desk Organizer,Office,6,2025-11-08 22:29:00,403.42,C10312,United Kingdom,2420.52
INV500785,P1002,Denim Jacket,Apparel,3,2025-11-08 22:29:00,1579.56,C10312,United Kingdom,4738.68
INV500785,P1014,Travel Backpack,Travel,1,2025-11-08 22:29:00,1468.82,C10312,United Kingdom,1468.82
INV500785,P1016,Face Serum,Beauty,1,2025-11-08 22:29:00,761.89,C10312,United Kingdom,761.89
INV500786,P1026,Smart Watch Strap,Electronics,3,2025-03-20 22:14:00,383.71,C10771,India,1151.1299999999999
INV500786,P1011,Desk Organizer,Office,5,2025-03-20 22:14:00,440.97,C10771,India,2204.8500000000004
INV500786,P1028,Gift Wrapping Paper,Stationery,4,2025-03-20 22:14:00,155.84,C10771,India,623.36
INV500786,P1002,Denim Jacket,Apparel,1,2025-03-20 22:14:00,2182.7,C10771,India,2182.7
INV500786,P1007,Ceramic Coffee Mug,Home,4,2025-03-20 22:14:00,252.33,C10771,India,1009.32
INV500786,P1013,LED Table Lamp,Home,3,2025-03-20 22:14:00,1471.37,C10771,India,4414.11
INV500786,P1018,Hair Care Kit,Beauty,6,2025-03-20 22:14:00,1059.91,C10771,India,6359.460000000001
INV500786,P1015,Luggage Tag Set,Travel,1,2025-03-20 22:14:00,207.56,C10771,India,207.56
INV500787,P1010,Protein Shaker,Fitness,20,2025-03-25 21:14:00,333.02,C10658,India,6660.4
INV500787,P1003,Running Shoes,Footwear,2,2025-03-25 21:14:00,2900.9,C10658,India,5801.8
INV500788,P1021,Premium Tea Pack,Grocery,1,2025-04-01 19:07:00,339.01,C10399,India,339.01
INV500789,P1010,Protein Shaker,Fitness,5,2025-10-10 09:41:00,370.06,C10579,United Kingdom,1850.3
INV500789,P1029,Cotton Bedsheet,Home,3,2025-10-10 09:41:00,1444.37,C10579,United Kingdom,4333.11
INV500789,P1004,Leather Wallet,Accessories,2,2025-10-10 09:41:00,738.2,C10579,United Kingdom,1476.4
INV500789,P1008,Scented Candle Set,Home,2,2025-10-10 09:41:00,675.07,C10579,United Kingdom,1350.14
INV500789,P1026,Smart Watch Strap,Electronics,3,2025-10-10 09:41:00,354.06,C10579,United Kingdom,1062.18
INV500790,P1001,Organic Cotton T-Shirt,Apparel,4,2025-08-01 14:27:00,574.76,C10387,United Kingdom,2299.04
INV500790,P1011,Desk Organizer,Office,1,2025-08-01 14:27:00,436.23,C10387,United Kingdom,436.23
INV500790,P1024,Laptop Sleeve,Accessories,2,2025-08-01 14:27:00,942.91,C10387,United Kingdom,1885.82
INV500790,P1013,LED Table Lamp,Home,1,2025-08-01 14:27:00,1466.58,C10387,United Kingdom,1466.58
INV500790,P1008,Scented Candle Set,Home,1,2025-08-01 14:27:00,665.63,C10387,United Kingdom,665.63
INV500791,P1012,Notebook Pack,Office,3,2025-02-04 17:37:00,187.17,C10224,Germany,561.51
INV500791,P1024,Laptop Sleeve,Accessories,5,2025-02-04 17:37:00,999.94,C10224,Germany,4999.700000000001
INV500791,P1029,Cotton Bedsheet,Home,4,2025-02-04 17:37:00,1216.4,C10224,Germany,4865.6
INV500791,P1021,Premium Tea Pack,Grocery,1,2025-02-04 17:37:00,461.74,C10224,Germany,461.74
INV500792,P1008,Scented Candle Set,Home,10,2025-03-14 10:34:00,505.43,C10493,United Kingdom,5054.3
INV500792,P1019,Phone Stand,Electronics,2,2025-03-14 10:34:00,307.64,C10493,United Kingdom,615.28
INV500792,P1001,Organic Cotton T-Shirt,Apparel,2,2025-03-14 10:34:00,492.99,C10493,United Kingdom,985.98
INV500792,P1010,Protein Shaker,Fitness,3,2025-03-14 10:34:00,322.04,C10493,United Kingdom,966.1200000000001
INV500792,P1016,Face Serum,Beauty,2,2025-03-14 10:34:00,858.21,C10493,United Kingdom,1716.42
INV500793,P1003,Running Shoes,Footwear,2,2025-04-16 17:05:00,2420.33,C10320,Spain,4840.66
INV500793,P1009,Yoga Mat,Fitness,2,2025-04-16 17:05:00,835.49,C10320,Spain,1670.98
INV500794,P1027,Desk Plant,Home,4,2025-01-28 14:41:00,368.67,C10466,United Kingdom,1474.68
INV500794,P1005,Bluetooth Speaker,Electronics,2,2025-01-28 14:41:00,2315.4,C10466,United Kingdom,4630.8
INV500795,P1026,Smart Watch Strap,Electronics,2,2025-05-28 19:06:00,396.18,C10173,United Kingdom,792.36
INV500796,P1028,Gift Wrapping Paper,Stationery,1,2025-07-25 14:57:00,167.93,C10098,United Kingdom,167.93
INV500796,P1024,Laptop Sleeve,Accessories,1,2025-07-25 14:57:00,794.17,C10098,United Kingdom,794.17
INV500797,P1007,Ceramic Coffee Mug,Home,1,2025-01-24 21:04:00,269.25,C10776,United Kingdom,269.25
INV500798,P1009,Yoga Mat,Fitness,1,2025-04-20 10:15:00,864.58,C10120,United Kingdom,864.58
INV500798,P1011,Desk Organizer,Office,2,2025-04-20 10:15:00,368.98,C10120,United Kingdom,737.96
INV500798,P1027,Desk Plant,Home,3,2025-04-20 10:15:00,359.47,C10120,United Kingdom,1078.41
INV500798,P1028,Gift Wrapping Paper,Stationery,5,2025-04-20 10:15:00,135.19,C10120,United Kingdom,675.95
INV500799,P1011,Desk Organizer,Office,2,2025-07-02 14:53:00,499.77,C10238,United Kingdom,999.54
INV500799,P1023,Water Bottle,Fitness,2,2025-07-02 14:53:00,544.29,C10238,United Kingdom,1088.58
INV500799,P1006,Wireless Mouse,Electronics,2,2025-07-02 14:53:00,822.96,C10238,United Kingdom,1645.92
INV500799,P1013,LED Table Lamp,Home,2,2025-07-02 14:53:00,1529.28,C10238,United Kingdom,3058.56
INV500800,P1030,Sports Socks Pack,Apparel,4,2025-10-15 17:44:00,304.54,C10214,United Kingdom,1218.16
INV500800,P1014,Travel Backpack,Travel,12,2025-10-15 17:44:00,1595.46,C10214,United Kingdom,19145.52
INV500800,P1005,Bluetooth Speaker,Electronics,5,2025-10-15 17:44:00,2355.62,C10214,United Kingdom,11778.099999999999
INV500800,P1025,Kitchen Storage Jars,Home,1,2025-10-15 17:44:00,844.84,C10214,United Kingdom,844.84
INV500801,P1010,Protein Shaker,Fitness,1,2025-02-21 14:46:00,362.62,C10423,United Kingdom,362.62
INV500801,P1019,Phone Stand,Electronics,1,2025-02-21 14:46:00,347.04,C10423,United Kingdom,347.04
INV500801,P1016,Face Serum,Beauty,1,2025-02-21 14:46:00,816.42,C10423,United Kingdom,816.42
INV500802,P1014,Travel Backpack,Travel,6,2025-01-03 09:17:00,1322.17,C10794,Netherlands,7933.02
INV500802,P1027,Desk Plant,Home,1,2025-01-03 09:17:00,322.05,C10794,Netherlands,322.05
INV500802,P1016,Face Serum,Beauty,2,2025-01-03 09:17:00,827.14,C10794,Netherlands,1654.28
INV500803,P1027,Desk Plant,Home,2,2025-06-26 20:25:00,380.17,C10304,India,760.34
INV500803,P1007,Ceramic Coffee Mug,Home,4,2025-06-26 20:25:00,273.41,C10304,India,1093.64
INV500804,P1014,Travel Backpack,Travel,3,2025-05-30 17:29:00,1548.17,C10393,United Kingdom,4644.51
INV500805,P1019,Phone Stand,Electronics,1,2025-02-25 10:22:00,309.94,C10399,India,309.94
INV500805,P1001,Organic Cotton T-Shirt,Apparel,10,2025-02-25 10:22:00,447.88,C10399,India,4478.8
INV500805,P1004,Leather Wallet,Accessories,1,2025-02-25 10:22:00,883.73,C10399,India,883.73
INV500805,P1013,LED Table Lamp,Home,1,2025-02-25 10:22:00,1098.46,C10399,India,1098.46
INV500806,P1019,Phone Stand,Electronics,1,2025-02-23 14:00:00,341.94,C10094,United Kingdom,341.94
INV500806,P1021,Premium Tea Pack,Grocery,5,2025-02-23 14:00:00,460.17,C10094,United Kingdom,2300.85
INV500806,P1023,Water Bottle,Fitness,3,2025-02-23 14:00:00,544.32,C10094,United Kingdom,1632.96
INV500806,P1030,Sports Socks Pack,Apparel,8,2025-02-23 14:00:00,277.73,C10094,United Kingdom,2221.84
INV500806,P1022,Dark Chocolate Box,Grocery,1,2025-02-23 14:00:00,544.66,C10094,United Kingdom,544.66
INV500806,P1026,Smart Watch Strap,Electronics,6,2025-02-23 14:00:00,382.07,C10094,United Kingdom,2292.42
INV500806,P1003,Running Shoes,Footwear,2,2025-02-23 14:00:00,2232.06,C10094,United Kingdom,4464.12
INV500807,P1027,Desk Plant,Home,5,2025-02-15 12:05:00,323.76,C10823,India,1618.8
INV500808,P1013,LED Table Lamp,Home,1,2025-09-01 21:32:00,1098.73,C10447,Germany,1098.73
INV500808,P1010,Protein Shaker,Fitness,10,2025-09-01 21:32:00,368.8,C10447,Germany,3688.0
INV500809,P1023,Water Bottle,Fitness,6,2025-06-28 12:56:00,538.15,C10122,United Kingdom,3228.8999999999996
INV500810,P1011,Desk Organizer,Office,1,2025-10-08 12:52:00,482.55,C10417,United Kingdom,482.55
INV500811,P1019,Phone Stand,Electronics,1,2025-08-07 14:38:00,284.93,C10368,India,284.93
INV500811,P1020,USB-C Cable,Electronics,3,2025-08-07 14:38:00,191.97,C10368,India,575.91
INV500812,P1013,LED Table Lamp,Home,2,2025-11-23 19:05:00,1236.78,C10460,United Kingdom,2473.56
INV500813,P1017,Sunscreen SPF 50,Beauty,1,2025-04-03 12:02:00,583.15,C10432,United Kingdom,583.15
INV500813,P1025,Kitchen Storage Jars,Home,3,2025-04-03 12:02:00,690.19,C10432,United Kingdom,2070.57
INV500814,P1009,Yoga Mat,Fitness,3,2025-10-30 17:19:00,1018.51,C10621,United Kingdom,3055.5299999999997
INV500815,P1028,Gift Wrapping Paper,Stationery,1,2025-05-07 13:42:00,139.27,C10119,India,139.27
INV500816,P1004,Leather Wallet,Accessories,3,2025-01-04 20:59:00,930.31,C10135,United Kingdom,2790.93
INV500816,P1021,Premium Tea Pack,Grocery,6,2025-01-04 20:59:00,329.65,C10135,United Kingdom,1977.8999999999999
INV500817,P1028,Gift Wrapping Paper,Stationery,2,2025-05-05 12:04:00,170.8,C10338,France,341.6
INV500817,P1025,Kitchen Storage Jars,Home,3,2025-05-05 12:04:00,836.05,C10338,France,2508.1499999999996
INV500817,P1005,Bluetooth Speaker,Electronics,1,2025-05-05 12:04:00,2108.38,C10338,France,2108.38
INV500818,P1004,Leather Wallet,Accessories,4,2025-04-27 15:35:00,833.68,C10690,India,3334.72
INV500818,P1022,Dark Chocolate Box,Grocery,2,2025-04-27 15:35:00,563.96,C10690,India,1127.92
INV500818,P1005,Bluetooth Speaker,Electronics,2,2025-04-27 15:35:00,2256.13,C10690,India,4512.26
INV500819,P1002,Denim Jacket,Apparel,1,2025-08-03 17:27:00,1972.65,C10001,India,1972.65
INV500819,P1023,Water Bottle,Fitness,2,2025-08-03 17:27:00,541.54,C10001,India,1083.08
INV500819,P1010,Protein Shaker,Fitness,2,2025-08-03 17:27:00,297.89,C10001,India,595.78
INV500820,P1009,Yoga Mat,Fitness,3,2025-07-03 11:40:00,1040.71,C10144,Netherlands,3122.13
INV500821,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-03 13:51:00,454.19,C10511,United Kingdom,454.19
INV500821,P1018,Hair Care Kit,Beauty,1,2025-04-03 13:51:00,858.96,C10511,United Kingdom,858.96
INV500821,P1010,Protein Shaker,Fitness,2,2025-04-03 13:51:00,343.79,C10511,United Kingdom,687.58
INV500821,P1022,Dark Chocolate Box,Grocery,4,2025-04-03 13:51:00,453.13,C10511,United Kingdom,1812.52
INV500821,P1006,Wireless Mouse,Electronics,3,2025-04-03 13:51:00,729.34,C10511,United Kingdom,2188.02
INV500822,P1017,Sunscreen SPF 50,Beauty,6,2025-11-24 16:58:00,434.3,C10330,Netherlands,2605.8
INV500822,P1013,LED Table Lamp,Home,1,2025-11-24 16:58:00,1292.16,C10330,Netherlands,1292.16
INV500822,P1008,Scented Candle Set,Home,2,2025-11-24 16:58:00,691.21,C10330,Netherlands,1382.42
INV500822,P1002,Denim Jacket,Apparel,2,2025-11-24 16:58:00,1700.69,C10330,Netherlands,3401.38
INV500823,P1019,Phone Stand,Electronics,8,2025-01-17 11:07:00,283.75,C10770,Canada,2270.0
INV500823,P1006,Wireless Mouse,Electronics,1,2025-01-17 11:07:00,634.46,C10770,Canada,634.46
INV500823,P1017,Sunscreen SPF 50,Beauty,1,2025-01-17 11:07:00,413.07,C10770,Canada,413.07
INV500823,P1002,Denim Jacket,Apparel,2,2025-01-17 11:07:00,2046.35,C10770,Canada,4092.7
INV500824,P1005,Bluetooth Speaker,Electronics,4,2025-06-26 19:51:00,2411.46,C10813,United Kingdom,9645.84
INV500824,P1024,Laptop Sleeve,Accessories,1,2025-06-26 19:51:00,976.7,C10813,United Kingdom,976.7
INV500824,P1008,Scented Candle Set,Home,1,2025-06-26 19:51:00,508.49,C10813,United Kingdom,508.49
INV500824,P1003,Running Shoes,Footwear,2,2025-06-26 19:51:00,2641.89,C10813,United Kingdom,5283.78
INV500824,P1013,LED Table Lamp,Home,2,2025-06-26 19:51:00,1449.28,C10813,United Kingdom,2898.56
INV500824,P1021,Premium Tea Pack,Grocery,3,2025-06-26 19:51:00,349.57,C10813,United Kingdom,1048.71
INV500824,P1025,Kitchen Storage Jars,Home,2,2025-06-26 19:51:00,766.32,C10813,United Kingdom,1532.64
INV500824,P1015,Luggage Tag Set,Travel,3,2025-06-26 19:51:00,215.22,C10813,United Kingdom,645.66
INV500825,P1008,Scented Candle Set,Home,1,2025-05-26 18:32:00,673.57,C10738,United Kingdom,673.57
INV500825,P1030,Sports Socks Pack,Apparel,5,2025-05-26 18:32:00,328.38,C10738,United Kingdom,1641.9
INV500826,P1012,Notebook Pack,Office,2,2025-02-07 11:09:00,190.41,C10720,United Kingdom,380.82
INV500826,P1020,USB-C Cable,Electronics,1,2025-02-07 11:09:00,210.4,C10720,United Kingdom,210.4
INV500827,P1004,Leather Wallet,Accessories,1,2025-04-18 22:33:00,905.66,C10350,United Kingdom,905.66
INV500828,P1028,Gift Wrapping Paper,Stationery,1,2025-08-16 21:50:00,137.18,C10442,Canada,137.18
INV500828,P1029,Cotton Bedsheet,Home,2,2025-08-16 21:50:00,1248.61,C10442,Canada,2497.22
INV500828,P1012,Notebook Pack,Office,2,2025-08-16 21:50:00,205.35,C10442,Canada,410.7
INV500828,P1003,Running Shoes,Footwear,1,2025-08-16 21:50:00,2325.21,C10442,Canada,2325.21
INV500828,P1026,Smart Watch Strap,Electronics,2,2025-08-16 21:50:00,382.21,C10442,Canada,764.42
INV500829,P1023,Water Bottle,Fitness,3,2025-03-06 20:28:00,623.56,C10785,United Kingdom,1870.6799999999998
INV500829,P1006,Wireless Mouse,Electronics,1,2025-03-06 20:28:00,797.89,C10785,United Kingdom,797.89
INV500829,P1020,USB-C Cable,Electronics,3,2025-03-06 20:28:00,183.73,C10785,United Kingdom,551.1899999999999
INV500829,P1008,Scented Candle Set,Home,1,2025-03-06 20:28:00,603.26,C10785,United Kingdom,603.26
INV500830,P1027,Desk Plant,Home,2,2025-02-17 12:28:00,378.04,C10138,Germany,756.08
INV500830,P1005,Bluetooth Speaker,Electronics,3,2025-02-17 12:28:00,2115.65,C10138,Germany,6346.950000000001
INV500831,P1002,Denim Jacket,Apparel,1,2025-03-19 08:52:00,1822.23,C10142,United Kingdom,1822.23
INV500831,P1029,Cotton Bedsheet,Home,2,2025-03-19 08:52:00,1276.25,C10142,United Kingdom,2552.5
INV500831,P1024,Laptop Sleeve,Accessories,2,2025-03-19 08:52:00,868.41,C10142,United Kingdom,1736.82
INV500831,P1022,Dark Chocolate Box,Grocery,3,2025-03-19 08:52:00,500.22,C10142,United Kingdom,1500.66
INV500831,P1017,Sunscreen SPF 50,Beauty,12,2025-03-19 08:52:00,573.95,C10142,United Kingdom,6887.400000000001
INV500831,P1010,Protein Shaker,Fitness,3,2025-03-19 08:52:00,382.12,C10142,United Kingdom,1146.3600000000001
INV500832,P1013,LED Table Lamp,Home,4,2025-02-09 09:57:00,1313.31,C10001,India,5253.24
INV500832,P1004,Leather Wallet,Accessories,2,2025-02-09 09:57:00,801.75,C10001,India,1603.5
INV500833,P1013,LED Table Lamp,Home,2,2025-02-01 12:15:00,1100.65,C10289,United Kingdom,2201.3
INV500834,P1012,Notebook Pack,Office,1,2025-04-22 15:19:00,208.97,C10662,United Kingdom,208.97
INV500834,P1017,Sunscreen SPF 50,Beauty,2,2025-04-22 15:19:00,555.7,C10662,United Kingdom,1111.4
INV500835,P1023,Water Bottle,Fitness,2,2025-02-22 14:57:00,513.35,C10474,United Kingdom,1026.7
INV500835,P1018,Hair Care Kit,Beauty,12,2025-02-22 14:57:00,859.76,C10474,United Kingdom,10317.119999999999
INV500835,P1021,Premium Tea Pack,Grocery,3,2025-02-22 14:57:00,356.19,C10474,United Kingdom,1068.57
INV500836,P1009,Yoga Mat,Fitness,1,2025-06-20 16:13:00,944.25,C10029,EIRE,944.25
INV500836,P1012,Notebook Pack,Office,12,2025-06-20 16:13:00,204.62,C10029,EIRE,2455.44
INV500837,P1016,Face Serum,Beauty,2,2025-02-18 15:57:00,1000.75,C10146,United Kingdom,2001.5
INV500837,P1011,Desk Organizer,Office,5,2025-02-18 15:57:00,400.89,C10146,United Kingdom,2004.4499999999998
INV500837,P1018,Hair Care Kit,Beauty,2,2025-02-18 15:57:00,957.37,C10146,United Kingdom,1914.74
INV500837,P1002,Denim Jacket,Apparel,4,2025-02-18 15:57:00,2042.65,C10146,United Kingdom,8170.6
INV500838,P1007,Ceramic Coffee Mug,Home,2,2025-01-03 20:34:00,295.98,C10245,United Kingdom,591.96
INV500838,P1030,Sports Socks Pack,Apparel,5,2025-01-03 20:34:00,336.09,C10245,United Kingdom,1680.4499999999998
INV500838,P1001,Organic Cotton T-Shirt,Apparel,1,2025-01-03 20:34:00,567.05,C10245,United Kingdom,567.05
INV500839,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-12 08:49:00,557.79,C10400,United Kingdom,557.79
INV500839,P1015,Luggage Tag Set,Travel,5,2025-04-12 08:49:00,290.62,C10400,United Kingdom,1453.1
INV500839,P1030,Sports Socks Pack,Apparel,2,2025-04-12 08:49:00,326.71,C10400,United Kingdom,653.42
INV500840,P1023,Water Bottle,Fitness,4,2025-11-20 15:06:00,578.0,C10597,India,2312.0
INV500840,P1020,USB-C Cable,Electronics,5,2025-11-20 15:06:00,177.13,C10597,India,885.65
INV500841,P1023,Water Bottle,Fitness,2,2025-05-25 10:43:00,534.37,C10844,EIRE,1068.74
INV500841,P1012,Notebook Pack,Office,12,2025-05-25 10:43:00,213.57,C10844,EIRE,2562.84
INV500842,P1004,Leather Wallet,Accessories,2,2025-02-28 13:31:00,693.88,C10781,EIRE,1387.76
INV500842,P1003,Running Shoes,Footwear,2,2025-02-28 13:31:00,2459.16,C10781,EIRE,4918.32
INV500842,P1030,Sports Socks Pack,Apparel,1,2025-02-28 13:31:00,298.14,C10781,EIRE,298.14
INV500843,P1023,Water Bottle,Fitness,1,2025-05-10 14:15:00,535.96,C10838,United Kingdom,535.96
INV500843,P1017,Sunscreen SPF 50,Beauty,2,2025-05-10 14:15:00,549.06,C10838,United Kingdom,1098.12
INV500843,P1014,Travel Backpack,Travel,1,2025-05-10 14:15:00,1725.99,C10838,United Kingdom,1725.99
INV500843,P1021,Premium Tea Pack,Grocery,3,2025-05-10 14:15:00,347.47,C10838,United Kingdom,1042.41
INV500843,P1010,Protein Shaker,Fitness,1,2025-05-10 14:15:00,406.09,C10838,United Kingdom,406.09
INV500843,P1022,Dark Chocolate Box,Grocery,1,2025-05-10 14:15:00,533.35,C10838,United Kingdom,533.35
INV500843,P1008,Scented Candle Set,Home,4,2025-05-10 14:15:00,510.46,C10838,United Kingdom,2041.84
INV500844,P1001,Organic Cotton T-Shirt,Apparel,1,2025-02-03 16:28:00,469.38,C10241,United Kingdom,469.38
INV500844,P1026,Smart Watch Strap,Electronics,1,2025-02-03 16:28:00,459.83,C10241,United Kingdom,459.83
INV500845,P1017,Sunscreen SPF 50,Beauty,1,2025-03-29 16:58:00,523.29,C10404,Spain,523.29
INV500845,P1003,Running Shoes,Footwear,1,2025-03-29 16:58:00,2794.27,C10404,Spain,2794.27
INV500846,P1016,Face Serum,Beauty,3,2025-05-06 08:55:00,831.11,C10799,United Kingdom,2493.33
INV500846,P1030,Sports Socks Pack,Apparel,2,2025-05-06 08:55:00,270.24,C10799,United Kingdom,540.48
INV500846,P1007,Ceramic Coffee Mug,Home,2,2025-05-06 08:55:00,297.47,C10799,United Kingdom,594.94
INV500847,P1014,Travel Backpack,Travel,1,2025-09-29 16:51:00,1730.65,C10129,Netherlands,1730.65
INV500847,P1008,Scented Candle Set,Home,3,2025-09-29 16:51:00,530.87,C10129,Netherlands,1592.6100000000001
INV500847,P1030,Sports Socks Pack,Apparel,3,2025-09-29 16:51:00,293.35,C10129,Netherlands,880.0500000000001
INV500847,P1018,Hair Care Kit,Beauty,6,2025-09-29 16:51:00,1035.76,C10129,Netherlands,6214.5599999999995
INV500847,P1017,Sunscreen SPF 50,Beauty,1,2025-09-29 16:51:00,466.3,C10129,Netherlands,466.3
INV500847,P1022,Dark Chocolate Box,Grocery,2,2025-09-29 16:51:00,642.79,C10129,Netherlands,1285.58
INV500848,P1003,Running Shoes,Footwear,8,2025-09-30 08:20:00,2310.89,C10379,United Kingdom,18487.12
INV500849,P1005,Bluetooth Speaker,Electronics,2,2025-04-07 17:04:00,2152.61,C10597,India,4305.22
INV500849,P1028,Gift Wrapping Paper,Stationery,2,2025-04-07 17:04:00,146.17,C10597,India,292.34
INV500849,P1012,Notebook Pack,Office,3,2025-04-07 17:04:00,218.63,C10597,India,655.89
INV500849,P1013,LED Table Lamp,Home,1,2025-04-07 17:04:00,1366.22,C10597,India,1366.22
INV500849,P1027,Desk Plant,Home,1,2025-04-07 17:04:00,369.3,C10597,India,369.3
INV500850,P1001,Organic Cotton T-Shirt,Apparel,1,2025-04-18 21:07:00,580.24,C10620,United Kingdom,580.24
INV500850,P1013,LED Table Lamp,Home,2,2025-04-18 21:07:00,1397.48,C10620,United Kingdom,2794.96
INV500850,P1006,Wireless Mouse,Electronics,4,2025-04-18 21:07:00,732.99,C10620,United Kingdom,2931.96
INV500851,P1022,Dark Chocolate Box,Grocery,2,2025-11-25 20:17:00,603.74,C10827,United Kingdom,1207.48
INV500851,P1020,USB-C Cable,Electronics,2,2025-11-25 20:17:00,184.95,C10827,United Kingdom,369.9
INV500852,P1012,Notebook Pack,Office,4,2025-10-09 16:42:00,182.36,C10440,France,729.44
INV500852,P1030,Sports Socks Pack,Apparel,2,2025-10-09 16:42:00,304.06,C10440,France,608.12
INV500852,P1028,Gift Wrapping Paper,Stationery,2,2025-10-09 16:42:00,138.26,C10440,France,276.52
INV500852,P1017,Sunscreen SPF 50,Beauty,2,2025-10-09 16:42:00,410.0,C10440,France,820.0
INV500853,P1021,Premium Tea Pack,Grocery,12,2025-11-09 16:13:00,389.03,C10790,United Kingdom,4668.36
INV500853,P1009,Yoga Mat,Fitness,4,2025-11-09 16:13:00,933.95,C10790,United Kingdom,3735.8
INV500854,P1015,Luggage Tag Set,Travel,1,2025-04-11 17:02:00,291.32,C10777,Singapore,291.32
INV500854,P1024,Laptop Sleeve,Accessories,2,2025-04-11 17:02:00,838.04,C10777,Singapore,1676.08
INV500855,P1020,USB-C Cable,Electronics,1,2025-04-30 21:14:00,214.87,C10701,India,214.87
INV500855,P1028,Gift Wrapping Paper,Stationery,20,2025-04-30 21:14:00,131.13,C10701,India,2622.6
INV500855,P1027,Desk Plant,Home,3,2025-04-30 21:14:00,400.02,C10701,India,1200.06
INV500855,P1025,Kitchen Storage Jars,Home,2,2025-04-30 21:14:00,814.53,C10701,India,1629.06
INV500856,P1021,Premium Tea Pack,Grocery,1,2025-01-21 20:38:00,422.78,C10442,Canada,422.78
INV500856,P1003,Running Shoes,Footwear,2,2025-01-21 20:38:00,2077.29,C10442,Canada,4154.58
INV500856,P1019,Phone Stand,Electronics,1,2025-01-21 20:38:00,292.79,C10442,Canada,292.79
INV500856,P1008,Scented Candle Set,Home,2,2025-01-21 20:38:00,698.91,C10442,Canada,1397.82
INV500857,P1009,Yoga Mat,Fitness,2,2025-03-30 20:27:00,1100.97,C10104,United Kingdom,2201.94
INV500858,P1001,Organic Cotton T-Shirt,Apparel,6,2025-02-12 17:53:00,516.55,C10240,India,3099.2999999999997
INV500858,P1026,Smart Watch Strap,Electronics,3,2025-02-12 17:53:00,430.76,C10240,India,1292.28
